company_name,MRP,production_cost,transportation_cost_percentage,selling_price,labour_cost,raw_material_cost,rent,advertising,tax_percentage,R_and_D
TagZ Foods,23.05697825,11.48734584,5.24864012,27.88584604,4.628850532,6.243898551,3.587619709,2.614445243,16.42485228,3.305860125
Yellow Diamond (Prataap Snacks),37.18554026,11.10784817,4.863656017,26.49826352,2.621870764,8.387976015,2.411122181,3.540910933,5.66518143,0.747089557
Makino (Sensible Snacks),37.74743844,9.646088403,3.152461462,42.76995395,4.371818462,8.826474871,2.674988462,2.822167135,17.12773393,3.593894918
Too Yumm,31.17267569,12.89544042,6.684038382,32.61808223,4.872760643,5.093751416,3.541917278,2.895190974,6.172016316,1.77273578
Makino (Sensible Snacks),35.58670131,8.200826657,2.259979569,27.61262342,4.344238525,9.5294736,5.657479715,2.036544246,12.87746498,1.088305507
Open Secret,37.18212387,6.712379946,3.638942898,27.15264644,1.38106448,8.443343287,4.404801498,1.79175142,8.653104973,0.747114734
Makino (Sensible Snacks),34.57508444,9.432094572,2.972882861,42.03936628,1.81374739,4.440705417,5.196175021,2.428984083,6.357102326,1.61691432
Parle (Parle Wafers),47.19785264,8.758934867,7.843944958,41.92198075,1.087836029,3.040470976,3.444421106,5.020503755,7.445583558,2.566460576
Balaji Wafers,31.67707946,11.54570481,2.362137503,32.62845171,4.438186357,9.381370724,4.130008531,3.809019088,16.30463068,0.879328283
Makino (Sensible Snacks),24.07633314,8.286572047,7.553511897,35.83778004,2.020036742,4.013497481,3.862400258,1.256628755,7.259145857,2.256418963
Makino (Sensible Snacks),30.04787565,5.992334771,3.402256629,38.04460214,4.783351879,7.493562378,3.272273031,3.994997589,8.84344261,1.698075372
ITC (Bingo!),43.78428758,10.15244889,7.622506251,28.46127893,1.893169538,8.873101391,7.764442448,2.873016464,12.98111063,0.958278877
Open Secret,22.15188398,9.988336521,3.575326519,35.06440442,1.472914285,8.85670982,4.181181612,4.368754941,17.7253145,0.86193485
Yellow Diamond (Prataap Snacks),49.50714211,12.63209127,4.600168162,41.31698983,2.277754604,8.083634889,3.500766469,2.816713893,5.712785594,3.554864008
Kurkure,39.91391868,10.44476063,3.648061177,22.32546615,1.142619332,5.665018223,3.923457842,5.364814889,12.68817873,2.630522679
Haldiram's,29.75899267,8.869938239,5.640942146,28.9113379,3.87531541,8.619771777,5.102452168,5.622816634,14.13576654,3.685368398
Makino (Sensible Snacks),42.51601012,7.248340596,5.852033996,30.87888777,1.950523157,4.319446825,3.383010687,3.285823941,9.431239628,3.91714135
Bikaji Foods,42.61700609,9.844802234,2.712777397,38.97012094,4.632411856,5.824408067,5.92271165,1.591245864,5.464598022,0.517289923
PepsiCo (Lay’s),49.60344841,11.83851137,7.410427784,42.97300423,4.258068387,7.007172027,4.765116155,1.988236817,9.176748992,1.111882845
Parle (Parle Wafers),33.13323265,12.65501353,2.248097793,20.1150387,1.465856191,6.76540571,6.605466472,3.88245401,14.39924221,3.557640909
TagZ Foods,45.68807592,10.27542089,5.527203337,26.74442216,2.037649601,4.453148241,4.939153114,4.577484488,10.85587504,1.082805018
Too Yumm,30.92250174,6.905765664,4.807972959,43.62331648,4.739861577,5.283968955,4.177426093,2.170264382,14.1387688,3.819495508
TagZ Foods,29.660849,13.06980096,3.186196929,43.55089864,4.993023479,8.695014801,7.121053373,3.057566529,10.53078604,1.698417407
Open Secret,21.73873839,14.16121494,7.590322579,22.77848844,1.932467892,3.421266341,5.393530495,4.128249538,13.42210048,1.48783801
Bikaji Foods,49.59981458,5.723376157,6.927345426,18.17295116,2.966436805,5.892738883,4.303086622,2.709156993,12.58469045,2.777157643
Balaji Wafers,49.4507787,9.24680105,2.442172129,36.90076082,3.777543996,5.114362351,3.984841909,3.643682413,9.973657836,0.800709262
Parle (Parle Wafers),37.33761005,9.585358854,7.941531919,21.72663008,4.511908848,6.546957439,5.366520263,2.971321562,7.686938585,3.39014773
Kurkure,35.59529428,5.936105768,3.237045392,42.07566686,3.436248928,5.155292951,3.818674702,5.246834834,11.64542847,3.267880996
Yellow Diamond (Prataap Snacks),25.30683383,13.24138319,3.974003618,41.24297937,4.239373502,8.174451762,7.520800206,2.009450759,13.43931559,1.927944117
TagZ Foods,20.22656468,9.941320892,7.61388972,23.08194261,3.234167905,3.579176883,2.399885887,1.969809699,12.31277986,2.863822247
Balaji Wafers,35.49297137,8.039495015,4.525031138,28.20330517,1.439394408,4.555373271,4.533526847,4.529506856,13.00199465,2.111496532
Yellow Diamond (Prataap Snacks),34.47477856,5.245691422,5.066277509,20.08855801,1.695841699,8.178558145,6.955301685,5.294029633,14.46746547,3.500348824
Bikaji Foods,20.86272857,12.99171418,4.028641372,34.28691441,3.472540122,8.821399924,5.468707912,5.984971185,14.24891978,0.708618066
Too Yumm,23.93433375,10.04983303,5.368614828,34.01437965,1.520403119,3.310956658,2.082152403,4.558860182,9.027686303,2.733583203
PepsiCo (Lay’s),32.55457453,13.62710443,2.072038,33.08143767,4.248080133,5.176693221,7.149346766,1.065713641,10.01317417,0.892616547
Bikaji Foods,32.22536525,10.57376016,3.397777572,24.78588473,4.838137152,6.314446766,2.51783416,1.717212135,9.105910651,3.158397551
Bikaji Foods,31.41478799,6.293070663,6.058794695,42.16233263,4.905868253,9.423712914,4.347115793,4.015900701,9.49791893,3.45841744
ITC (Bingo!),26.69926917,8.844331613,5.625153248,22.07364848,4.160263293,8.2349621,3.745166056,3.042252586,14.46420404,2.672682662
Yellow Diamond (Prataap Snacks),27.59741683,6.841798522,5.088885429,36.26033318,1.747357232,6.248195231,4.638248175,1.183370946,17.43577401,3.192306231
Makino (Sensible Snacks),22.32666133,11.74326947,4.824234241,34.61508353,4.789587784,6.055939136,3.303753895,4.284068201,16.9233079,1.618073453
ITC (Bingo!),35.89242827,14.55170003,3.269185819,42.1307659,4.134663403,5.046354354,2.096743017,2.475644517,13.97102493,1.673167914
Open Secret,44.2690718,8.08670555,2.632972641,44.86353326,1.29134916,9.223500307,2.588629696,3.971453966,14.38603474,3.584934268
TagZ Foods,34.87881858,11.58347013,2.30275551,31.36628352,3.037504283,5.057965789,5.835522941,2.360212067,5.035964229,2.542119045
Bikaji Foods,36.63790351,9.389808794,2.603339084,36.37728191,4.699443181,5.762844725,2.279657802,5.498671389,10.04254617,3.516670619
TagZ Foods,23.70303723,6.891943816,2.556521944,43.41289802,4.541842725,3.198732062,7.052757576,3.86240394,9.506500916,0.717743854
Makino (Sensible Snacks),22.79070814,11.03293269,2.054542012,30.06453816,3.795009791,9.490222197,5.458711512,5.593445679,17.02688821,1.353569699
ITC (Bingo!),49.27131606,8.285372968,6.409866864,26.26958861,1.295885733,4.461375839,6.919337286,4.908770458,8.623963508,2.165384899
ITC (Bingo!),42.4172024,10.1426716,2.072252123,44.8918899,2.903845093,3.586759116,4.362432484,1.067816864,8.341108593,2.181678495
ITC (Bingo!),37.13228389,5.063346233,7.139507133,36.55601022,4.76273779,3.564721935,6.936287387,4.717959928,11.58542801,1.167871203
Yellow Diamond (Prataap Snacks),48.36841281,14.1973627,3.197407004,28.05169537,2.716122019,5.24234404,3.773766959,1.177282736,13.4902117,1.823066575
Open Secret,43.52126272,13.91687451,3.879076851,37.15425612,1.304547682,3.74283374,3.412085974,2.729520254,7.602336826,1.8074033
Makino (Sensible Snacks),47.17116111,11.99291473,4.553528145,35.81601803,2.83781861,6.046632566,5.998866885,5.742943698,7.237743134,1.867104838
Too Yumm,22.23561329,12.71725011,6.862703095,25.9160816,1.734082445,3.133973418,4.488517538,3.692359569,8.1354261,0.845716628
Bikaji Foods,48.80241903,5.742564925,5.171678684,42.53692131,3.821985382,8.385379921,4.554611614,4.926387563,7.778834837,2.950640475
Too Yumm,46.7440793,8.21318433,3.025327253,27.98785042,4.233777271,7.422769282,4.353608365,1.327821242,16.97238268,1.444913373
Yellow Diamond (Prataap Snacks),28.84545303,14.20887064,4.796715397,32.17708921,4.831049252,7.316162907,5.028073903,5.768870639,14.95314842,1.502272721
Too Yumm,41.51397124,10.3534988,2.451318318,19.40996648,4.119233116,6.013876707,5.5917093,2.664636432,16.00820045,2.508366735
ITC (Bingo!),42.19547215,6.32447484,2.904294325,33.49374989,2.531787964,5.8985785,2.674280913,1.280713775,7.330247128,3.66653598
Kurkure,39.65040035,5.719651312,2.751913366,38.07996404,1.082588321,9.790017213,5.998035206,4.302369878,7.126583187,3.899552238
ITC (Bingo!),36.91202927,10.48210883,7.182642277,22.82243606,3.383449077,4.732906948,7.021287694,4.803000502,12.54854746,1.465617661
Makino (Sensible Snacks),38.23496699,9.038823191,4.557157273,23.33189801,2.326652982,4.788149652,6.715335387,2.693191638,10.66618532,3.68571516
TagZ Foods,49.08750646,14.53915614,4.326760043,35.26898528,4.184512223,6.690593999,6.458827226,2.963493932,16.20232071,1.635696512
ITC (Bingo!),22.58114482,14.07489508,6.280891695,36.72387336,2.959461426,4.342689797,4.13237321,4.118523256,16.98451656,1.091194703
PepsiCo (Lay’s),49.13627765,11.19580099,2.78442827,42.61714285,1.395749875,8.125043354,6.934610444,1.309063109,12.12738251,2.111571266
ITC (Bingo!),20.2356243,8.561686927,5.660020357,36.82782272,4.383259192,8.28804115,2.363748077,1.323926788,8.250923706,3.690419503
Yellow Diamond (Prataap Snacks),21.9372233,6.911148777,3.89765573,31.73595684,2.592458293,9.187877446,7.344437151,2.425411502,11.90384558,2.756685635
Kurkure,41.93482871,7.971524913,3.854590907,42.27044332,2.553131141,9.376783008,4.917909368,5.793240806,12.19794357,0.804676218
ITC (Bingo!),42.60136096,8.474993545,6.508638498,35.98841369,2.195409345,6.858146798,6.019775562,5.936399695,12.19005115,2.82844958
Too Yumm,23.99832985,9.372658273,4.642648919,39.02780015,3.797236744,3.032930496,5.768011677,5.535855353,17.46915707,3.103600049
Bikaji Foods,41.66933773,12.5592106,2.198309986,29.51004361,2.632613145,3.353418455,4.209960594,5.547423776,12.01191717,3.580846755
Bikaji Foods,23.71025576,11.0304644,5.853192582,37.01667378,1.413117137,7.195125837,3.433985653,1.770343183,10.43218399,2.373913388
Balaji Wafers,24.15625327,10.12755104,7.654441553,21.54711691,1.551394729,6.907948763,5.427754449,5.618142516,16.21587692,2.838468337
Open Secret,34.64697607,14.94697355,2.047267336,31.43419879,3.822620807,3.576662437,5.458602482,3.71823845,12.73728552,2.582419369
Parle (Parle Wafers),36.96791406,5.651380893,5.902297371,31.32117748,3.812094051,3.468500988,3.011190046,3.741599585,7.886565926,1.692211449
Haldiram's,39.95012396,5.279247042,3.996526733,38.82579253,2.17393778,6.045796894,3.026005815,4.27196483,12.87973142,1.760921048
TagZ Foods,39.70726862,13.91956485,6.795753795,19.33465468,4.814095757,5.620849035,2.853753894,4.038307829,7.222356966,2.321700398
Balaji Wafers,25.01090284,14.3018876,5.322772369,19.0860729,4.665592821,4.903877518,6.202687279,5.933755878,12.15643958,2.352260755
Kurkure,22.41550348,6.082869479,5.198231462,31.03309315,1.248609506,5.295924222,4.722546425,5.352290033,14.44981259,0.671772708
Too Yumm,36.15335419,12.03627739,7.30520519,42.96994806,1.787907764,4.624777334,5.542872163,5.507693091,10.38915435,1.791360572
ITC (Bingo!),42.93253025,8.084015916,5.169382222,29.22153669,2.905558108,3.61662473,4.828594067,1.105285277,16.59098831,0.677672013
TagZ Foods,30.82120279,5.640025268,2.058988236,25.75513917,1.375308104,5.869758722,2.876915228,1.00932117,6.85572802,3.767669178
Too Yumm,41.29027754,11.60801863,3.396799143,44.32841746,1.714867517,5.990591523,3.034182574,2.617157082,12.12194651,3.297589487
TagZ Foods,30.73131367,5.138625199,5.424040725,43.43216769,4.260308451,3.435142801,4.18144551,4.174311957,5.608460554,1.298645032
PepsiCo (Lay’s),40.17287264,8.8620899,7.87299642,25.0170488,3.525172233,7.087454218,5.270894866,1.642355402,5.737526446,3.484259267
TagZ Foods,30.15113849,14.25336121,5.013408388,20.65260109,4.049781079,6.43927288,2.727414182,1.47672204,13.6247525,2.161743264
PepsiCo (Lay’s),48.09617165,6.443919353,2.841445538,23.21714279,1.266298623,4.255788609,6.51814198,2.99762924,15.94658431,2.928932404
ITC (Bingo!),45.06061385,10.13522582,7.397303104,21.61265612,3.165047007,4.136348061,4.73132417,5.69588496,10.94297935,3.79281979
PepsiCo (Lay’s),31.5375956,10.8179293,4.41126285,18.65882917,1.553896309,4.157542168,2.159416063,4.208019762,16.84028467,2.892556988
TagZ Foods,27.8628746,8.18450981,3.895078298,22.19376815,3.727307733,4.493952439,5.590808205,4.340314128,7.990836944,3.4371698
TagZ Foods,45.59842741,12.21257792,5.672547555,28.23601988,3.697598365,5.281682305,2.420994277,2.461339003,16.10502789,1.693584641
Haldiram's,34.69900887,8.618813751,5.337255909,28.43422776,4.726128046,5.832244545,7.156548065,1.868408121,7.105582532,2.896716877
Haldiram's,33.81787476,11.58980605,3.991346795,36.44971972,2.173928536,5.921773809,6.892085563,3.486488767,15.92075625,1.517546316
TagZ Foods,37.72188356,7.613787241,7.490845973,43.31767639,4.460624308,4.931760898,6.348231743,5.380157902,16.88637345,1.593293377
Bikaji Foods,41.46713774,13.69822765,3.492423075,31.65789686,2.33839147,3.654681102,7.553984773,2.166520774,14.20803241,3.074484485
ITC (Bingo!),41.54555101,8.26821746,6.404260086,29.96880991,4.661915923,8.342762777,5.058196947,1.817176321,7.878575467,0.782946886
Open Secret,33.41524645,7.082516458,7.926563706,34.19996787,1.461212695,7.779460823,7.45688812,4.381206659,5.788163771,2.177177916
TagZ Foods,37.70986962,11.66615401,2.194201597,28.8944685,4.312402652,9.865185047,3.539035084,4.222165636,13.49415462,1.893863745
Parle (Parle Wafers),25.46088977,12.75167422,3.275183233,21.1804062,2.13843707,6.760763423,4.323289476,3.888361933,15.06997051,1.82666157
Parle (Parle Wafers),38.93446425,13.16203794,2.997314623,36.64146803,4.218643936,9.122819876,2.662626365,2.074771552,17.8960916,1.361138764
Open Secret,48.23407698,10.9977773,7.194374321,18.07628309,1.104795346,5.819937492,4.574417667,2.601835517,10.55060012,3.629666663
PepsiCo (Lay’s),49.7615015,7.629553118,5.276825603,44.03813387,2.207447957,9.74910999,2.178631862,1.745231495,8.333613244,1.335556057
Yellow Diamond (Prataap Snacks),20.19084731,7.431675028,5.105678384,23.74484264,2.608156222,5.530772043,3.11538056,1.531686574,6.068316636,2.078074655
Yellow Diamond (Prataap Snacks),48.72365153,8.609743484,2.600299803,41.6865927,1.916846597,9.90382257,3.293510798,2.582257491,6.18181307,2.096407083
Yellow Diamond (Prataap Snacks),22.91604527,10.73178163,3.986469693,18.80482662,1.18169187,8.408294506,4.251114194,1.824367224,13.57923629,3.292859651
Open Secret,29.84884449,10.85710186,4.03906812,39.52664542,2.36026656,6.920919265,2.500521498,4.135462338,15.29213651,3.342753668
Makino (Sensible Snacks),23.4077967,14.56895542,4.497359884,18.3778192,3.901989296,7.764427972,4.412083276,3.011262495,6.519430205,2.172851744
Parle (Parle Wafers),22.78438841,5.765327187,7.233157539,40.35488365,4.457627742,8.305013826,2.594331207,1.094052428,10.70866822,0.591645379
Open Secret,44.92230248,9.730495295,2.425774715,43.77189446,1.073070357,8.524991336,3.461372236,3.841119633,11.70131502,2.713352775
Open Secret,21.41201846,13.47114268,7.465874224,35.40582409,3.54291662,3.068824703,3.610368358,5.196442613,9.197017332,3.493267801
Kurkure,44.31708625,11.39397045,5.589726042,23.563748,4.596315627,7.035284064,4.719310739,4.698493278,14.48739142,0.79476029
Kurkure,27.58623529,5.348233639,3.257735343,34.81677837,2.087566693,5.851202455,2.198108473,2.856526632,5.941285046,0.56020923
TagZ Foods,31.80365329,10.3032163,6.13456518,31.092859,2.705102532,7.147056368,3.199003852,3.372231147,17.07368622,2.629324631
Yellow Diamond (Prataap Snacks),31.01924469,10.09087824,4.140715956,24.24984493,1.158370943,6.258888529,3.490312063,5.67784293,13.20613863,3.134127761
PepsiCo (Lay’s),43.21992838,7.02662411,7.208488295,32.68956897,4.647749362,9.45166682,4.442837365,1.643601102,10.58330412,3.480403332
Haldiram's,26.79632995,9.798807292,7.292624786,32.98689159,2.965128225,9.662559967,4.834776571,5.519734548,14.67734113,3.597822833
Parle (Parle Wafers),37.31801471,10.39298097,7.23763367,34.72068309,1.923793205,6.885367772,2.294154731,1.518336005,10.88031753,1.081696413
Bikaji Foods,35.93842314,5.80614338,7.247857116,30.7225746,4.962928071,5.815692623,2.178042829,3.063790837,17.60021844,2.988555472
Makino (Sensible Snacks),40.72854712,7.184231823,4.817558885,40.92301763,3.451535677,9.82096596,2.742334194,1.546698363,17.05217459,0.829237076
Too Yumm,36.38437099,11.967427,6.931737611,32.43122089,4.207681462,4.753002396,2.858367937,2.370474134,8.024307948,0.52737637
Haldiram's,36.96047621,11.55519083,5.521810736,38.35697182,2.581715204,6.405873026,4.691229852,4.293107251,8.947142139,2.667743367
Kurkure,36.33742844,7.95245214,4.818380807,21.17521216,2.034161999,3.851914069,6.981393938,1.984699777,8.647574549,1.610841924
Makino (Sensible Snacks),46.36976067,12.74998447,5.439852201,43.57623206,1.907091191,9.979194033,2.865446713,4.486727007,8.260634101,3.717195679
Kurkure,32.67892918,12.3312645,5.769481927,22.68357394,4.22947271,7.880635053,3.130463653,3.627977851,13.8540113,2.115745101
Open Secret,46.68192573,11.5422575,5.531443548,18.11791458,3.444271094,4.394347393,6.504491181,5.12773071,13.35640678,0.550809997
Yellow Diamond (Prataap Snacks),27.73938268,6.070974103,6.584693601,43.88308098,2.546837327,3.969758075,6.447173846,2.27493051,5.742684943,3.518548075
ITC (Bingo!),45.64328944,13.34203243,4.186331023,21.82022543,4.913102376,8.985312569,4.713525588,1.176603803,7.578031515,2.625961305
Yellow Diamond (Prataap Snacks),33.89373473,10.44279855,2.832493726,33.85104887,1.130871554,4.805365739,4.897731867,2.915888191,14.96811994,1.927963336
Bikaji Foods,32.03902734,9.729654389,6.418446447,24.98070667,4.459914484,3.860897176,4.682038242,4.713864177,13.2836033,3.059101657
Makino (Sensible Snacks),42.38728247,6.000220068,3.854550048,37.93570527,3.900831048,7.360550524,5.435691064,1.755695956,7.220849556,2.303727935
ITC (Bingo!),47.79282461,8.232072654,4.171857451,35.71919362,3.936739635,6.790025808,5.631716865,1.343343431,11.03678776,1.294317702
ITC (Bingo!),21.79659314,5.000486232,2.588770928,30.00335728,4.684249492,8.530427749,4.989187186,2.657041827,16.60716098,1.556570736
ITC (Bingo!),32.84784453,11.36221832,4.770945703,22.21842376,1.358847766,6.578820803,5.058152064,3.516434676,15.49080495,1.443518664
Parle (Parle Wafers),44.679102,6.494048341,4.101230711,44.43745508,1.206761197,6.96273395,6.793510896,4.741976616,7.920255827,0.943012377
Balaji Wafers,24.96897677,6.831449239,5.056555589,18.61486553,1.856048908,9.784520266,6.043587746,4.292071994,13.63146788,3.65144726
Makino (Sensible Snacks),25.91830097,6.744513576,2.199417805,36.60386663,1.445504836,7.317966897,2.492829217,4.898110836,14.62371078,1.680689966
Parle (Parle Wafers),35.87070925,9.451898352,3.273239244,42.7902463,1.933034231,3.943402641,6.606377,5.118694752,9.602584736,3.443352423
Balaji Wafers,22.73821308,8.663367699,5.914087355,41.22454335,4.93599145,7.966836459,5.472730313,3.539057796,7.890879788,2.853819783
Makino (Sensible Snacks),27.67870357,5.647336325,2.659154157,42.6134736,4.95194754,5.259219999,3.633845026,2.428947781,16.55069908,0.63989042
TagZ Foods,23.72307483,11.31750875,5.656191548,35.78722231,4.335619413,3.921214068,3.517092577,5.361353432,12.85598029,1.160081466
Haldiram's,45.14161663,9.155076577,5.655441653,29.18265295,3.833760737,7.383164993,5.102940932,3.874580899,12.97097539,3.892224348
Parle (Parle Wafers),41.31910068,11.56814311,4.71882297,18.40558517,4.910356528,3.368175135,6.388411484,4.131433011,13.8946043,3.602983979
Bikaji Foods,28.53082407,7.382783727,3.183850204,19.03390974,1.608485627,7.603981237,4.043152971,4.147655885,10.79776927,0.657999665
Open Secret,46.89420275,12.2208987,6.692003106,26.31217239,1.504879069,7.387495289,4.122770032,5.228045734,12.02157087,1.426812969
TagZ Foods,45.64897519,6.769687602,2.110435391,24.2386106,3.462369197,7.049550433,4.162155945,1.025488082,6.113441725,3.297547853
PepsiCo (Lay’s),30.00065068,6.410774649,2.236279704,42.90921432,1.158400507,6.199527826,3.677850382,1.453735479,8.996254949,3.888550455
Too Yumm,24.84908543,13.52501966,7.238302085,18.4792884,2.268152148,8.888499292,2.667573674,4.572454159,11.39112835,1.334729575
Haldiram's,36.09906617,10.54691088,6.952946629,30.20433595,2.250085067,6.693784635,2.388178355,3.288681388,15.60322583,2.491032221
Kurkure,48.59216661,8.060787965,7.001483732,39.97801809,2.601810347,9.598314574,6.467276032,5.2560365,7.963790751,3.030108158
Haldiram's,34.27575107,11.7840126,5.448264936,24.29097602,2.567921906,4.058849505,3.318799011,5.612721771,16.6491747,3.727628899
Too Yumm,46.56020982,5.41996753,6.073631237,25.12355848,1.63195575,5.430978227,2.756406124,1.99198908,17.77351755,1.604359367
Open Secret,32.4683282,13.59849795,5.154647469,24.96771405,4.319710114,8.694726833,5.862206515,1.472868596,14.76472356,0.638799081
Parle (Parle Wafers),20.36824958,8.629982634,5.718051488,19.09290832,3.150924747,7.472229894,4.940786739,4.132696663,14.99982565,3.510295751
Bikaji Foods,22.55595528,12.16458168,6.946995575,35.4601418,1.06775082,8.861046891,4.813282246,2.592066113,12.86329811,1.855844083
Parle (Parle Wafers),49.96314964,5.313941976,6.916869823,29.97547626,2.536298497,4.035955457,4.871722731,5.019860256,16.10587079,1.789562801
Haldiram's,39.55451499,12.83633971,3.984415254,44.04596651,2.135830501,4.777176562,2.519146,2.378194174,13.63048417,2.689852656
Parle (Parle Wafers),49.55922012,11.65291296,7.813080289,20.56878732,1.05395102,9.37773311,5.94744361,2.296317806,13.94979237,3.638058167
Open Secret,36.26306871,6.489143702,5.169821579,44.23731769,3.913279631,8.692901219,3.645988799,4.301593616,6.365181125,1.451636096
Parle (Parle Wafers),37.58254976,12.49814754,4.895851811,34.94944428,4.028609281,7.967330966,6.460701432,1.306828465,13.80932055,3.187888561
Too Yumm,46.42377922,9.027058235,6.708065882,29.42253721,1.871260654,9.644537861,2.172633493,3.055670679,10.25544609,3.06207587
PepsiCo (Lay’s),41.95828883,6.346186283,3.753759593,28.29527779,2.409876662,3.77436052,7.21386788,1.774467961,5.824079438,2.497411007
Yellow Diamond (Prataap Snacks),34.93657459,12.91819106,4.983908759,42.48781046,3.806967358,9.789541985,5.87338988,3.624280114,6.104512298,3.963560396
Open Secret,29.65349795,13.88132416,5.87745814,26.54647028,3.161739321,6.57405576,4.840575348,3.316792547,5.728816453,0.761727073
Balaji Wafers,33.56607359,10.32608298,3.868131861,30.40097156,3.887666794,6.42827826,2.685546383,4.178942701,7.695650143,2.140369184
Bikaji Foods,41.61784948,12.14776921,3.01197964,32.65175216,2.314613423,4.274975575,6.547273166,5.867315662,15.23276451,0.599354351
Balaji Wafers,41.12890249,10.06391351,4.529245547,28.30804167,3.010792752,3.749761001,2.497079741,4.947014007,11.48123806,3.476450978
Kurkure,37.57362103,9.995831295,7.844470301,39.44684896,1.789384097,5.433950069,3.186232372,3.331014488,7.705056363,0.918075319
TagZ Foods,43.19937259,13.02892438,4.572246717,35.55170671,2.909950573,9.076186951,5.287093229,5.70297932,11.88539306,2.726911762
Bikaji Foods,31.79545982,7.122289212,4.779755339,31.06038957,2.511141668,4.895403641,4.979835488,3.287094926,10.76338119,2.583365917
Balaji Wafers,43.65597486,12.82904661,6.68266681,37.72745952,3.622983019,6.620353479,4.287219435,3.40174322,6.799079093,1.337447735
Makino (Sensible Snacks),47.43568153,8.661257219,5.30155036,35.13467582,4.561920118,9.812238201,4.583322748,2.871187226,13.73530659,0.815887633
ITC (Bingo!),31.25416767,8.419841811,6.918697772,34.89754677,1.37025676,7.287064134,4.965154979,4.169575407,12.07660162,2.726756467
Too Yumm,47.31623677,5.793916421,3.554852831,26.99183269,4.02471,3.742039594,7.588140219,2.046004249,7.573867018,2.871240278
Open Secret,35.66062718,11.8392946,7.860525106,20.96995298,2.653672234,4.899332899,3.983171117,2.304272558,5.520601484,3.713998559
Too Yumm,33.03180774,14.87723894,6.169969919,24.98502694,4.020838062,8.87729829,4.790811944,1.989577226,15.31477853,1.75193602
Makino (Sensible Snacks),47.96568299,11.49896739,2.076815173,33.83009433,1.961543883,6.727067536,7.439121363,1.965401079,15.37183548,1.756854519
Haldiram's,40.91718352,10.37942855,5.273477925,23.06352975,1.939037564,9.249210956,4.251467675,3.797411466,7.339393834,0.709903325
Open Secret,22.93852859,12.92937737,6.039940972,23.81571304,4.437856278,7.611457214,7.126387098,4.583870177,6.570550149,0.824817686
Open Secret,43.17704121,9.734641417,2.589132077,23.32148197,4.507993136,3.228627035,4.695247684,2.783520803,11.43252429,3.911506085
PepsiCo (Lay’s),45.20847833,11.64097002,3.685210234,21.33884471,3.140042733,7.604841162,4.174168632,1.921783091,12.83511437,1.889590674
PepsiCo (Lay’s),37.52134264,6.503903031,6.413393547,38.75594963,1.320071018,5.502868075,5.122907188,4.243590185,6.042261784,3.391448529
TagZ Foods,43.01859289,7.759710075,6.522098038,42.24622496,1.482141778,5.496883017,7.616784022,2.75789524,5.327203959,1.571753707
PepsiCo (Lay’s),34.95644644,5.977653993,4.440176577,25.70765546,2.011466738,7.177103985,6.161407409,3.788654054,5.536542777,1.932048648
PepsiCo (Lay’s),49.96993603,11.65039222,6.071903987,30.1639213,2.217894685,3.429842214,2.404732784,1.730237082,12.11753684,1.034072874
Bikaji Foods,20.14398103,5.69466907,4.580233769,30.25727486,4.620434864,9.855088075,4.021435413,2.851616258,16.42672402,1.738925116
Kurkure,30.08285192,13.49982375,2.105792306,27.74410216,3.200050599,6.205368961,5.99073312,4.046479036,10.14017009,3.373389858
Makino (Sensible Snacks),24.91387988,8.82457861,4.342148311,44.45546262,4.535475825,3.991385802,6.83805098,4.629409128,16.32756049,2.496631709
Balaji Wafers,40.11250774,7.138899631,4.382763699,25.93733229,3.403699054,8.969529088,5.425532516,4.76513173,17.36908554,1.8738584
Yellow Diamond (Prataap Snacks),46.04185557,10.840701,3.69336176,34.86166945,2.503171328,6.115564,4.337831141,1.273675312,9.138822617,2.855283537
PepsiCo (Lay’s),48.22419293,10.0609484,7.139506442,42.97353888,4.883193047,7.361424983,2.272676093,1.264475068,11.80659371,2.37843196
Parle (Parle Wafers),39.81007564,13.78264271,6.555372625,37.35904033,2.40880149,8.065712456,6.084878679,2.753809755,8.81200932,3.818571809
Yellow Diamond (Prataap Snacks),26.48574594,10.72638211,2.246945643,19.54644117,4.763675692,6.786792647,2.210173068,1.532659306,13.56514089,2.742865494
PepsiCo (Lay’s),32.82879956,10.68410339,7.536541959,34.65833787,3.534216456,4.818895225,6.384015372,3.663434645,17.22912292,1.57363075
ITC (Bingo!),33.09435907,6.884140179,3.960615024,39.34770923,3.93647859,6.044352753,6.859004786,3.068548406,9.415794795,1.504044228
Open Secret,38.06910603,9.068291553,6.67606401,43.43852135,1.246504336,9.925273463,7.988471319,4.544975028,6.411295502,3.036561688
Makino (Sensible Snacks),32.47648725,13.05868753,3.912599565,33.68210493,1.254176734,8.573711872,5.820052534,5.757187592,7.152473378,2.369306255
Parle (Parle Wafers),30.4514326,6.540654643,4.726587346,39.6446477,3.244589412,4.159579563,4.192971023,4.654183824,13.40925119,2.957463206
Parle (Parle Wafers),21.19513758,13.17548058,6.028514282,32.83610384,4.568831184,7.648656594,7.899717741,4.999671612,5.842032909,3.341255228
Bikaji Foods,32.95153062,7.506669922,3.065074334,24.09243635,1.172463565,8.507144908,2.507565983,5.299938723,15.76390136,1.060550601
Open Secret,45.78149195,9.630433147,7.481085096,26.1903029,2.015648541,3.335544909,2.81087647,1.754901295,10.13647361,3.247446896
